fecha,presa,nivel_pct,volumen_hm3,capacidad_hm3
2024-10-09,Guadalupe Victoria,59.7,46.56,78.0
2024-10-10,Guadalupe Victoria,59.84,46.68,78.0
2024-10-11,Guadalupe Victoria,59.7,46.57,78.0
2024-10-12,Guadalupe Victoria,59.66,46.53,78.0
2024-10-13,Guadalupe Victoria,59.76,46.62,78.0
2024-10-14,Guadalupe Victoria,60.92,47.52,78.0
2024-10-15,Guadalupe Victoria,60.8,47.42,78.0
2024-10-16,Guadalupe Victoria,62.01,48.37,78.0
2024-10-17,Guadalupe Victoria,62.13,48.46,78.0
2024-10-18,Guadalupe Victoria,61.85,48.25,78.0
2024-10-19,Guadalupe Victoria,61.86,48.25,78.0
2024-10-20,Guadalupe Victoria,62.21,48.52,78.0
2024-10-21,Guadalupe Victoria,63.87,49.82,78.0
2024-10-22,Guadalupe Victoria,63.86,49.81,78.0
2024-10-23,Guadalupe Victoria,63.57,49.59,78.0
2024-10-24,Guadalupe Victoria,64.21,50.08,78.0
2024-10-25,Guadalupe Victoria,64.11,50.01,78.0
2024-10-26,Guadalupe Victoria,63.85,49.8,78.0
2024-10-27,Guadalupe Victoria,64.23,50.1,78.0
2024-10-28,Guadalupe Victoria,64.39,50.23,78.0
2024-10-29,Guadalupe Victoria,64.27,50.13,78.0
2024-10-30,Guadalupe Victoria,64.07,49.98,78.0
2024-10-31,Guadalupe Victoria,63.95,49.88,78.0
2024-11-01,Guadalupe Victoria,63.81,49.77,78.0
2024-11-02,Guadalupe Victoria,63.95,49.88,78.0
2024-11-03,Guadalupe Victoria,63.86,49.81,78.0
2024-11-04,Guadalupe Victoria,63.86,49.81,78.0
2024-11-05,Guadalupe Victoria,63.78,49.75,78.0
2024-11-06,Guadalupe Victoria,63.8,49.77,78.0
2024-11-07,Guadalupe Victoria,63.83,49.78,78.0
2024-11-08,Guadalupe Victoria,63.86,49.81,78.0
2024-11-09,Guadalupe Victoria,63.94,49.88,78.0
2024-11-10,Guadalupe Victoria,63.85,49.8,78.0
2024-11-11,Guadalupe Victoria,63.64,49.64,78.0
2024-11-12,Guadalupe Victoria,63.95,49.88,78.0
2024-11-13,Guadalupe Victoria,63.76,49.73,78.0
2024-11-14,Guadalupe Victoria,63.79,49.75,78.0
2024-11-15,Guadalupe Victoria,63.62,49.63,78.0
2024-11-16,Guadalupe Victoria,63.42,49.47,78.0
2024-11-17,Guadalupe Victoria,63.2,49.3,78.0
2024-11-18,Guadalupe Victoria,63.26,49.34,78.0
2024-11-19,Guadalupe Victoria,63.32,49.39,78.0
2024-11-20,Guadalupe Victoria,63.06,49.19,78.0
2024-11-21,Guadalupe Victoria,62.97,49.11,78.0
2024-11-22,Guadalupe Victoria,63.13,49.24,78.0
2024-11-23,Guadalupe Victoria,63.45,49.49,78.0
2024-11-24,Guadalupe Victoria,63.55,49.57,78.0
2024-11-25,Guadalupe Victoria,63.72,49.7,78.0
2024-11-26,Guadalupe Victoria,63.62,49.62,78.0
2024-11-27,Guadalupe Victoria,63.33,49.4,78.0
2024-11-28,Guadalupe Victoria,63.41,49.46,78.0
2024-11-29,Guadalupe Victoria,63.16,49.27,78.0
2024-11-30,Guadalupe Victoria,63.13,49.24,78.0
2024-12-01,Guadalupe Victoria,63.04,49.17,78.0
2024-12-02,Guadalupe Victoria,63.24,49.33,78.0
2024-12-03,Guadalupe Victoria,63.26,49.35,78.0
2024-12-04,Guadalupe Victoria,62.98,49.13,78.0
2024-12-05,Guadalupe Victoria,62.81,48.99,78.0
2024-12-06,Guadalupe Victoria,62.78,48.97,78.0
2024-12-07,Guadalupe Victoria,62.55,48.79,78.0
2024-12-08,Guadalupe Victoria,62.36,48.64,78.0
2024-12-09,Guadalupe Victoria,62.15,48.48,78.0
2024-12-10,Guadalupe Victoria,61.99,48.36,78.0
2024-12-11,Guadalupe Victoria,61.84,48.23,78.0
2024-12-12,Guadalupe Victoria,61.99,48.35,78.0
2024-12-13,Guadalupe Victoria,61.88,48.27,78.0
2024-12-14,Guadalupe Victoria,61.92,48.3,78.0
2024-12-15,Guadalupe Victoria,61.62,48.06,78.0
2024-12-16,Guadalupe Victoria,61.55,48.01,78.0
2024-12-17,Guadalupe Victoria,61.56,48.02,78.0
2024-12-18,Guadalupe Victoria,61.69,48.12,78.0
2024-12-19,Guadalupe Victoria,61.71,48.14,78.0
2024-12-20,Guadalupe Victoria,61.54,48.0,78.0
2024-12-21,Guadalupe Victoria,61.5,47.97,78.0
2024-12-22,Guadalupe Victoria,61.33,47.84,78.0
2024-12-23,Guadalupe Victoria,61.19,47.72,78.0
2024-12-24,Guadalupe Victoria,61.08,47.64,78.0
2024-12-25,Guadalupe Victoria,60.74,47.38,78.0
2024-12-26,Guadalupe Victoria,61.0,47.58,78.0
2024-12-27,Guadalupe Victoria,60.58,47.25,78.0
2024-12-28,Guadalupe Victoria,60.65,47.3,78.0
2024-12-29,Guadalupe Victoria,60.72,47.36,78.0
2024-12-30,Guadalupe Victoria,60.53,47.21,78.0
2024-12-31,Guadalupe Victoria,60.42,47.13,78.0
