fecha,region,tmax_c,tmin_c,tmed_c
2024-08-03,Valle del Guadiana,4.5,-9.9,-3.5
2024-08-04,Valle del Guadiana,8.9,-2.7,2.5
2024-08-05,Valle del Guadiana,12.3,-3.0,5.1
2024-08-06,Valle del Guadiana,6.9,-8.5,-0.7
2024-08-07,Valle del Guadiana,0.7,-9.6,-3.5
2024-08-08,Valle del Guadiana,10.2,-6.8,1.8
2024-08-09,Valle del Guadiana,8.4,-8.6,0.5
2024-08-10,Valle del Guadiana,6.0,-10.9,-1.9
2024-08-11,Valle del Guadiana,5.7,-7.8,-0.7
2024-08-12,Valle del Guadiana,9.8,-8.8,0.8
2024-08-13,Valle del Guadiana,5.3,-8.4,-2.3
2024-08-14,Valle del Guadiana,5.8,-12.2,-2.5
2024-08-15,Valle del Guadiana,10.3,-3.8,4.5
2024-08-16,Valle del Guadiana,10.4,-5.7,2.0
2024-08-17,Valle del Guadiana,6.2,-11.8,-0.9
2024-08-18,Valle del Guadiana,11.5,-3.7,4.2
2024-08-19,Valle del Guadiana,8.7,-7.0,0.8
2024-08-20,Valle del Guadiana,5.0,-9.8,-2.8
2024-08-21,Valle del Guadiana,6.8,-8.4,0.7
2024-08-22,Valle del Guadiana,8.7,-7.9,0.8
2024-08-23,Valle del Guadiana,10.5,-2.8,4.4
2024-08-24,Valle del Guadiana,5.8,-12.3,-2.1
2024-08-25,Valle del Guadiana,12.1,-4.2,4.3
2024-08-26,Valle del Guadiana,14.8,-0.9,6.7
2024-08-27,Valle del Guadiana,5.5,-9.2,-1.6
2024-08-28,Valle del Guadiana,8.5,-3.2,0.9
2024-08-29,Valle del Guadiana,12.6,-4.6,4.5
2024-08-30,Valle del Guadiana,10.4,-7.5,2.4
2024-08-31,Valle del Guadiana,10.0,-4.2,2.6
2024-09-01,Valle del Guadiana,12.0,-4.8,2.2
2024-09-02,Valle del Guadiana,11.5,-2.8,3.3
2024-09-03,Valle del Guadiana,13.4,-2.4,4.8
2024-09-04,Valle del Guadiana,9.1,-6.8,2.0
2024-09-05,Valle del Guadiana,10.4,-2.6,5.2
2024-09-06,Valle del Guadiana,14.1,-0.4,4.9
2024-09-07,Valle del Guadiana,14.4,0.3,5.8
2024-09-08,Valle del Guadiana,12.0,-1.8,4.4
2024-09-09,Valle del Guadiana,10.7,-3.8,3.8
2024-09-10,Valle del Guadiana,9.3,-6.1,3.0
2024-09-11,Valle del Guadiana,14.3,-2.0,6.3
2024-09-12,Valle del Guadiana,14.1,-2.9,6.6
2024-09-13,Valle del Guadiana,10.9,-4.2,3.7
2024-09-14,Valle del Guadiana,12.6,-2.0,3.6
2024-09-15,Valle del Guadiana,19.0,2.1,11.3
2024-09-16,Valle del Guadiana,16.8,-0.4,7.6
2024-09-17,Valle del Guadiana,19.7,2.1,11.5
2024-09-18,Valle del Guadiana,7.9,-3.5,2.9
2024-09-19,Valle del Guadiana,15.2,1.0,8.6
2024-09-20,Valle del Guadiana,15.4,0.1,8.6
2024-09-21,Valle del Guadiana,13.9,0.7,8.4
2024-09-22,Valle del Guadiana,13.1,-1.3,5.2
2024-09-23,Valle del Guadiana,14.7,-1.3,7.9
2024-09-24,Valle del Guadiana,15.3,0.1,7.7
2024-09-25,Valle del Guadiana,17.6,1.5,9.8
2024-09-26,Valle del Guadiana,17.1,3.0,9.8
2024-09-27,Valle del Guadiana,18.1,4.6,10.5
2024-09-28,Valle del Guadiana,17.6,-1.4,8.6
2024-09-29,Valle del Guadiana,13.9,2.1,7.9
2024-09-30,Valle del Guadiana,22.0,7.1,13.3
2024-10-01,Valle del Guadiana,19.6,8.0,13.0
2024-10-02,Valle del Guadiana,17.2,1.6,10.0
2024-10-03,Valle del Guadiana,14.3,-3.0,6.2
2024-10-04,Valle del Guadiana,15.0,1.5,7.7
2024-10-05,Valle del Guadiana,21.3,7.1,14.9
2024-10-06,Valle del Guadiana,22.7,6.7,13.3
2024-10-07,Valle del Guadiana,19.2,6.2,11.0
2024-10-08,Valle del Guadiana,22.1,8.5,14.7
2024-10-09,Valle del Guadiana,15.6,-0.1,8.0
2024-10-10,Valle del Guadiana,19.3,5.0,12.4
2024-10-11,Valle del Guadiana,20.5,4.7,13.8
2024-10-12,Valle del Guadiana,17.5,2.1,10.1
2024-10-13,Valle del Guadiana,25.0,9.3,16.8
2024-10-14,Valle del Guadiana,25.0,9.0,16.9
2024-10-15,Valle del Guadiana,16.9,3.6,11.6
2024-10-16,Valle del Guadiana,20.3,3.7,13.6
2024-10-17,Valle del Guadiana,19.9,6.9,13.1
2024-10-18,Valle del Guadiana,20.2,8.2,14.8
2024-10-19,Valle del Guadiana,22.2,9.2,16.8
2024-10-20,Valle del Guadiana,25.9,8.2,16.3
2024-10-21,Valle del Guadiana,21.5,7.3,13.8
2024-10-22,Valle del Guadiana,23.1,7.5,16.1
2024-10-23,Valle del Guadiana,18.7,7.2,13.5
2024-10-24,Valle del Guadiana,27.0,11.4,19.0
2024-10-25,Valle del Guadiana,22.2,6.2,14.2
2024-10-26,Valle del Guadiana,25.7,9.8,17.0
2024-10-27,Valle del Guadiana,28.9,13.5,19.7
2024-10-28,Valle del Guadiana,24.0,9.7,16.8
2024-10-29,Valle del Guadiana,22.7,9.6,16.6
2024-10-30,Valle del Guadiana,27.6,11.3,20.4
2024-10-31,Valle del Guadiana,26.3,10.3,18.8
2024-11-01,Valle del Guadiana,24.7,11.4,19.4
2024-11-02,Valle del Guadiana,22.0,6.2,13.3
2024-11-03,Valle del Guadiana,28.2,12.8,20.6
2024-11-04,Valle del Guadiana,32.7,15.5,23.7
2024-11-05,Valle del Guadiana,25.4,9.2,18.9
2024-11-06,Valle del Guadiana,31.8,15.8,23.1
2024-11-07,Valle del Guadiana,29.9,15.2,21.3
2024-11-08,Valle del Guadiana,25.0,11.3,17.1
2024-11-09,Valle del Guadiana,31.2,16.2,23.2
2024-11-10,Valle del Guadiana,32.1,17.1,24.3
2024-11-11,Valle del Guadiana,28.7,14.3,20.4
2024-11-12,Valle del Guadiana,30.4,13.8,23.4
2024-11-13,Valle del Guadiana,31.2,18.0,23.3
2024-11-14,Valle del Guadiana,28.4,14.2,20.0
2024-11-15,Valle del Guadiana,29.5,18.9,23.4
2024-11-16,Valle del Guadiana,30.2,16.6,23.0
2024-11-17,Valle del Guadiana,28.6,11.9,21.0
2024-11-18,Valle del Guadiana,32.0,17.3,24.0
2024-11-19,Valle del Guadiana,33.6,17.7,26.6
2024-11-20,Valle del Guadiana,29.0,13.5,20.5
2024-11-21,Valle del Guadiana,34.1,16.8,25.6
2024-11-22,Valle del Guadiana,33.0,18.0,25.7
2024-11-23,Valle del Guadiana,33.6,18.8,25.9
2024-11-24,Valle del Guadiana,28.9,14.0,23.4
2024-11-25,Valle del Guadiana,36.1,19.0,28.3
2024-11-26,Valle del Guadiana,36.6,18.7,27.4
2024-11-27,Valle del Guadiana,35.5,18.3,26.5
2024-11-28,Valle del Guadiana,36.0,17.9,28.4
2024-11-29,Valle del Guadiana,33.3,18.2,27.3
2024-11-30,Valle del Guadiana,34.9,19.9,27.3
2024-12-01,Valle del Guadiana,35.8,21.2,28.8
2024-12-02,Valle del Guadiana,34.5,17.2,25.5
2024-12-03,Valle del Guadiana,35.5,18.5,27.7
2024-12-04,Valle del Guadiana,36.4,21.1,28.1
2024-12-05,Valle del Guadiana,34.2,17.6,25.3
2024-12-06,Valle del Guadiana,39.3,24.3,30.2
2024-12-07,Valle del Guadiana,37.0,23.5,29.8
2024-12-08,Valle del Guadiana,36.5,19.6,27.1
2024-12-09,Valle del Guadiana,36.0,18.4,28.6
2024-12-10,Valle del Guadiana,40.6,23.1,31.2
2024-12-11,Valle del Guadiana,38.8,21.1,29.8
2024-12-12,Valle del Guadiana,35.1,21.3,28.2
2024-12-13,Valle del Guadiana,39.7,27.5,33.1
2024-12-14,Valle del Guadiana,37.7,22.0,29.7
2024-12-15,Valle del Guadiana,32.8,19.0,25.9
2024-12-16,Valle del Guadiana,35.7,21.0,28.0
2024-12-17,Valle del Guadiana,38.5,21.8,29.9
2024-12-18,Valle del Guadiana,37.8,22.1,29.9
2024-12-19,Valle del Guadiana,36.2,20.3,27.9
2024-12-20,Valle del Guadiana,42.3,26.5,33.4
2024-12-21,Valle del Guadiana,39.9,23.1,31.6
2024-12-22,Valle del Guadiana,40.8,26.0,32.3
2024-12-23,Valle del Guadiana,37.4,20.3,29.5
2024-12-24,Valle del Guadiana,37.6,25.4,30.6
2024-12-25,Valle del Guadiana,40.4,24.6,30.9
2024-12-26,Valle del Guadiana,32.3,15.2,24.6
2024-12-27,Valle del Guadiana,36.8,24.1,29.6
2024-12-28,Valle del Guadiana,38.5,23.6,31.9
2024-12-29,Valle del Guadiana,43.4,26.2,34.7
2024-12-30,Valle del Guadiana,42.7,29.8,33.9
2024-12-31,Valle del Guadiana,41.3,25.3,32.5
2022-01-01,Comarca Lagunera Dgo.,45.5,27.5,37.3
2022-01-02,Comarca Lagunera Dgo.,46.0,26.2,36.9
2022-01-03,Comarca Lagunera Dgo.,44.6,27.2,35.9
2022-01-04,Comarca Lagunera Dgo.,45.5,26.0,37.4
2022-01-05,Comarca Lagunera Dgo.,48.1,30.0,38.8
2022-01-06,Comarca Lagunera Dgo.,44.4,28.5,36.9
2022-01-07,Comarca Lagunera Dgo.,42.7,27.9,36.4
2022-01-08,Comarca Lagunera Dgo.,43.8,29.3,37.3
2022-01-09,Comarca Lagunera Dgo.,47.0,31.2,39.4
2022-01-10,Comarca Lagunera Dgo.,42.6,27.7,35.8
2022-01-11,Comarca Lagunera Dgo.,46.6,30.8,38.4
2022-01-12,Comarca Lagunera Dgo.,46.4,28.4,36.7
2022-01-13,Comarca Lagunera Dgo.,48.7,26.7,37.3
2022-01-14,Comarca Lagunera Dgo.,45.6,28.0,36.9
2022-01-15,Comarca Lagunera Dgo.,47.8,34.8,40.6
2022-01-16,Comarca Lagunera Dgo.,47.1,29.0,39.8
2022-01-17,Comarca Lagunera Dgo.,48.8,30.3,39.6
2022-01-18,Comarca Lagunera Dgo.,45.8,29.4,36.6
2022-01-19,Comarca Lagunera Dgo.,50.4,33.6,41.2
2022-01-20,Comarca Lagunera Dgo.,52.5,36.0,43.9
2022-01-21,Comarca Lagunera Dgo.,41.7,21.7,32.8
2022-01-22,Comarca Lagunera Dgo.,44.3,28.7,35.3
2022-01-23,Comarca Lagunera Dgo.,47.8,29.5,38.2
2022-01-24,Comarca Lagunera Dgo.,49.6,33.1,41.2
2022-01-25,Comarca Lagunera Dgo.,46.1,27.3,36.4
2022-01-26,Comarca Lagunera Dgo.,45.7,27.4,37.6
2022-01-27,Comarca Lagunera Dgo.,44.3,25.9,36.0
2022-01-28,Comarca Lagunera Dgo.,45.5,25.7,35.0
2022-01-29,Comarca Lagunera Dgo.,46.7,30.9,38.4
2022-01-30,Comarca Lagunera Dgo.,46.8,28.8,36.0
2022-01-31,Comarca Lagunera Dgo.,47.6,28.4,36.2
2022-02-01,Comarca Lagunera Dgo.,46.6,28.7,38.5
2022-02-02,Comarca Lagunera Dgo.,46.7,30.0,39.2
2022-02-03,Comarca Lagunera Dgo.,45.9,27.2,35.9
2022-02-04,Comarca Lagunera Dgo.,47.9,28.4,38.5
2022-02-05,Comarca Lagunera Dgo.,46.6,30.1,38.2
2022-02-06,Comarca Lagunera Dgo.,45.9,31.2,38.1
2022-02-07,Comarca Lagunera Dgo.,43.4,27.9,35.8
2022-02-08,Comarca Lagunera Dgo.,43.2,25.5,35.6
2022-02-09,Comarca Lagunera Dgo.,44.0,25.2,34.7
2022-02-10,Comarca Lagunera Dgo.,45.2,27.8,36.1
2022-02-11,Comarca Lagunera Dgo.,43.5,27.9,35.1
2022-02-12,Comarca Lagunera Dgo.,48.1,32.5,40.0
2022-02-13,Comarca Lagunera Dgo.,44.5,28.4,36.7
2022-02-14,Comarca Lagunera Dgo.,46.7,29.8,39.0
2022-02-15,Comarca Lagunera Dgo.,51.1,31.5,41.6
2022-02-16,Comarca Lagunera Dgo.,42.9,26.6,35.0
2022-02-17,Comarca Lagunera Dgo.,44.4,28.2,36.1
2022-02-18,Comarca Lagunera Dgo.,44.5,26.5,35.3
2022-02-19,Comarca Lagunera Dgo.,43.0,27.5,35.0
2022-02-20,Comarca Lagunera Dgo.,42.7,25.1,33.1
2022-02-21,Comarca Lagunera Dgo.,46.0,27.3,36.4
2022-02-22,Comarca Lagunera Dgo.,41.9,23.9,33.4
2022-02-23,Comarca Lagunera Dgo.,45.4,26.5,35.0
2022-02-24,Comarca Lagunera Dgo.,44.6,27.4,36.2
2022-02-25,Comarca Lagunera Dgo.,39.5,26.0,31.7
2022-02-26,Comarca Lagunera Dgo.,45.0,29.2,36.7
2022-02-27,Comarca Lagunera Dgo.,45.5,26.7,35.9
2022-02-28,Comarca Lagunera Dgo.,38.8,24.2,32.1
2022-03-01,Comarca Lagunera Dgo.,40.1,23.7,32.6
2022-03-02,Comarca Lagunera Dgo.,39.4,20.6,29.6
2022-03-03,Comarca Lagunera Dgo.,43.3,25.2,33.2
2022-03-04,Comarca Lagunera Dgo.,39.3,23.6,31.3
2022-03-05,Comarca Lagunera Dgo.,41.7,23.4,31.7
2022-03-06,Comarca Lagunera Dgo.,38.2,21.8,29.1
2022-03-07,Comarca Lagunera Dgo.,42.2,25.8,33.3
2022-03-08,Comarca Lagunera Dgo.,34.3,20.0,27.5
2022-03-09,Comarca Lagunera Dgo.,40.2,23.7,30.3
2022-03-10,Comarca Lagunera Dgo.,39.1,21.0,29.7
2022-03-11,Comarca Lagunera Dgo.,43.9,24.1,32.9
2022-03-12,Comarca Lagunera Dgo.,43.2,21.7,33.7
2022-03-13,Comarca Lagunera Dgo.,41.6,23.4,32.8
2022-03-14,Comarca Lagunera Dgo.,37.7,21.4,32.2
2022-03-15,Comarca Lagunera Dgo.,41.6,24.8,32.1
2022-03-16,Comarca Lagunera Dgo.,39.9,20.1,30.9
2022-03-17,Comarca Lagunera Dgo.,39.0,21.6,30.1
2022-03-18,Comarca Lagunera Dgo.,40.7,25.2,32.7
2022-03-19,Comarca Lagunera Dgo.,39.6,20.9,30.0
2022-03-20,Comarca Lagunera Dgo.,33.2,16.8,25.3
2022-03-21,Comarca Lagunera Dgo.,36.1,19.7,27.1
2022-03-22,Comarca Lagunera Dgo.,35.8,19.9,27.4
2022-03-23,Comarca Lagunera Dgo.,32.0,17.0,24.0
2022-03-24,Comarca Lagunera Dgo.,35.5,19.4,26.9
2022-03-25,Comarca Lagunera Dgo.,37.9,18.1,27.2
2022-03-26,Comarca Lagunera Dgo.,32.5,16.2,23.7
2022-03-27,Comarca Lagunera Dgo.,31.8,16.7,25.1
2022-03-28,Comarca Lagunera Dgo.,35.4,17.1,26.3
2022-03-29,Comarca Lagunera Dgo.,43.3,25.2,32.9
2022-03-30,Comarca Lagunera Dgo.,30.9,15.8,23.2
2022-03-31,Comarca Lagunera Dgo.,29.8,14.9,23.1
2022-04-01,Comarca Lagunera Dgo.,36.5,16.4,27.0
2022-04-02,Comarca Lagunera Dgo.,31.5,14.7,22.8
2022-04-03,Comarca Lagunera Dgo.,33.3,14.5,22.5
2022-04-04,Comarca Lagunera Dgo.,33.5,17.9,25.1
2022-04-05,Comarca Lagunera Dgo.,33.5,16.7,25.6
2022-04-06,Comarca Lagunera Dgo.,36.0,17.1,26.1
2022-04-07,Comarca Lagunera Dgo.,31.1,16.5,23.4
2022-04-08,Comarca Lagunera Dgo.,31.1,15.8,25.0
2022-04-09,Comarca Lagunera Dgo.,31.0,15.1,24.1
2022-04-10,Comarca Lagunera Dgo.,33.7,16.5,25.5
2022-04-11,Comarca Lagunera Dgo.,25.8,11.3,18.4
2022-04-12,Comarca Lagunera Dgo.,29.4,14.3,21.9
2022-04-13,Comarca Lagunera Dgo.,29.5,10.8,18.7
2022-04-14,Comarca Lagunera Dgo.,30.4,14.0,21.8
2022-04-15,Comarca Lagunera Dgo.,30.6,15.3,23.1
2022-04-16,Comarca Lagunera Dgo.,25.0,9.2,18.0
2022-04-17,Comarca Lagunera Dgo.,28.0,11.1,20.1
2022-04-18,Comarca Lagunera Dgo.,29.6,9.0,20.0
2022-04-19,Comarca Lagunera Dgo.,26.2,7.6,17.5
2022-04-20,Comarca Lagunera Dgo.,31.9,12.6,22.2
2022-04-21,Comarca Lagunera Dgo.,26.4,10.4,19.0
2022-04-22,Comarca Lagunera Dgo.,26.8,8.7,18.0
2022-04-23,Comarca Lagunera Dgo.,26.9,10.5,18.9
2022-04-24,Comarca Lagunera Dgo.,27.8,10.8,19.0
2022-04-25,Comarca Lagunera Dgo.,22.7,9.4,16.1
2022-04-26,Comarca Lagunera Dgo.,27.5,10.1,19.0
2022-04-27,Comarca Lagunera Dgo.,29.8,11.0,19.9
2022-04-28,Comarca Lagunera Dgo.,25.7,8.6,16.5
2022-04-29,Comarca Lagunera Dgo.,28.5,10.8,19.2
2022-04-30,Comarca Lagunera Dgo.,21.3,3.2,12.1
2022-05-01,Comarca Lagunera Dgo.,24.8,8.0,16.8
2022-05-02,Comarca Lagunera Dgo.,26.2,5.2,16.1
2022-05-03,Comarca Lagunera Dgo.,25.1,9.2,16.9
2022-05-04,Comarca Lagunera Dgo.,25.3,7.5,16.9
2022-05-05,Comarca Lagunera Dgo.,21.7,4.8,13.5
2022-05-06,Comarca Lagunera Dgo.,22.6,6.2,13.9
2022-05-07,Comarca Lagunera Dgo.,23.9,1.2,12.8
2022-05-08,Comarca Lagunera Dgo.,21.3,4.1,12.1
2022-05-09,Comarca Lagunera Dgo.,18.2,0.2,9.7
2022-05-10,Comarca Lagunera Dgo.,20.8,7.7,15.1
2022-05-11,Comarca Lagunera Dgo.,23.0,4.3,13.5
2022-05-12,Comarca Lagunera Dgo.,21.9,5.4,13.3
2022-05-13,Comarca Lagunera Dgo.,21.6,5.1,13.1
2022-05-14,Comarca Lagunera Dgo.,21.1,2.1,12.5
2022-05-15,Comarca Lagunera Dgo.,19.2,2.0,10.8
2022-05-16,Comarca Lagunera Dgo.,20.3,5.2,12.1
2022-05-17,Comarca Lagunera Dgo.,20.1,-1.4,8.6
2022-05-18,Comarca Lagunera Dgo.,19.4,5.3,11.5
2022-05-19,Comarca Lagunera Dgo.,19.5,2.8,10.6
2022-05-20,Comarca Lagunera Dgo.,16.1,-1.3,7.9
2022-05-21,Comarca Lagunera Dgo.,20.8,4.8,12.3
2022-05-22,Comarca Lagunera Dgo.,19.2,2.0,10.9
2022-05-23,Comarca Lagunera Dgo.,20.0,1.6,10.6
2022-05-24,Comarca Lagunera Dgo.,19.9,-1.6,8.4
2022-05-25,Comarca Lagunera Dgo.,24.0,4.8,14.2
2022-05-26,Comarca Lagunera Dgo.,20.1,2.4,10.9
2022-05-27,Comarca Lagunera Dgo.,16.9,1.2,10.0
2022-05-28,Comarca Lagunera Dgo.,19.0,2.4,11.4
2022-05-29,Comarca Lagunera Dgo.,15.3,-1.1,8.5
2022-05-30,Comarca Lagunera Dgo.,16.4,-0.3,8.9
2022-05-31,Comarca Lagunera Dgo.,14.0,-3.0,5.4
2022-06-01,Comarca Lagunera Dgo.,14.4,-1.2,5.9
2022-06-02,Comarca Lagunera Dgo.,13.9,-2.3,5.9
2022-06-03,Comarca Lagunera Dgo.,17.1,-0.8,6.9
2022-06-04,Comarca Lagunera Dgo.,16.7,-0.4,8.4
2022-06-05,Comarca Lagunera Dgo.,13.0,-4.0,4.9
2022-06-06,Comarca Lagunera Dgo.,18.5,0.8,9.1
2022-06-07,Comarca Lagunera Dgo.,10.8,-5.1,1.7
2022-06-08,Comarca Lagunera Dgo.,12.3,-6.1,3.7
2022-06-09,Comarca Lagunera Dgo.,14.5,-0.5,8.8
2022-06-10,Comarca Lagunera Dgo.,16.1,-0.2,7.3
2022-06-11,Comarca Lagunera Dgo.,11.8,-3.7,3.7
2022-06-12,Comarca Lagunera Dgo.,12.7,-6.7,4.1
2022-06-13,Comarca Lagunera Dgo.,10.8,-3.8,2.9
2022-06-14,Comarca Lagunera Dgo.,11.6,-5.7,3.1
2022-06-15,Comarca Lagunera Dgo.,11.5,-5.8,1.6
2022-06-16,Comarca Lagunera Dgo.,9.1,-7.6,2.1
2022-06-17,Comarca Lagunera Dgo.,12.0,-7.0,2.6
2022-06-18,Comarca Lagunera Dgo.,11.0,-5.3,1.6
2022-06-19,Comarca Lagunera Dgo.,9.4,-3.0,2.9
2022-06-20,Comarca Lagunera Dgo.,11.8,-3.3,3.0
2022-06-21,Comarca Lagunera Dgo.,11.6,-2.6,4.3
2022-06-22,Comarca Lagunera Dgo.,16.5,-1.3,7.5
2022-06-23,Comarca Lagunera Dgo.,11.5,-3.9,3.7
2022-06-24,Comarca Lagunera Dgo.,10.7,-7.7,0.8
2022-06-25,Comarca Lagunera Dgo.,12.0,-4.2,5.7
2022-06-26,Comarca Lagunera Dgo.,13.1,-4.5,4.2
2022-06-27,Comarca Lagunera Dgo.,10.6,-4.6,2.7
2022-06-28,Comarca Lagunera Dgo.,11.4,-3.7,4.1
2022-06-29,Comarca Lagunera Dgo.,9.0,-8.9,1.1
2022-06-30,Comarca Lagunera Dgo.,12.5,-5.6,4.1
2022-07-01,Comarca Lagunera Dgo.,12.4,-5.3,3.7
2022-07-02,Comarca Lagunera Dgo.,8.4,-9.7,0.9
2022-07-03,Comarca Lagunera Dgo.,9.2,-5.5,1.6
2022-07-04,Comarca Lagunera Dgo.,9.5,-10.8,0.1
2022-07-05,Comarca Lagunera Dgo.,10.6,-9.1,1.6
2022-07-06,Comarca Lagunera Dgo.,8.0,-5.0,-0.3
2022-07-07,Comarca Lagunera Dgo.,11.4,-4.4,3.6
2022-07-08,Comarca Lagunera Dgo.,9.3,-6.9,1.3
2022-07-09,Comarca Lagunera Dgo.,8.7,-7.7,0.5
2022-07-10,Comarca Lagunera Dgo.,9.2,-6.0,2.0
2022-07-11,Comarca Lagunera Dgo.,12.9,-4.4,5.0
2022-07-12,Comarca Lagunera Dgo.,9.2,-7.4,1.9
2022-07-13,Comarca Lagunera Dgo.,7.9,-6.8,0.7
2022-07-14,Comarca Lagunera Dgo.,6.6,-10.9,-2.5
2022-07-15,Comarca Lagunera Dgo.,9.2,-9.4,1.4
2022-07-16,Comarca Lagunera Dgo.,7.8,-6.9,-0.3
2022-07-17,Comarca Lagunera Dgo.,5.9,-7.8,0.2
2022-07-18,Comarca Lagunera Dgo.,6.2,-10.3,-2.0
2022-07-19,Comarca Lagunera Dgo.,5.6,-10.5,-1.3
2022-07-20,Comarca Lagunera Dgo.,7.3,-9.2,-1.1
2022-07-21,Comarca Lagunera Dgo.,10.1,-7.4,2.0
2022-07-22,Comarca Lagunera Dgo.,8.2,-9.0,-0.7
2022-07-23,Comarca Lagunera Dgo.,9.2,-7.0,0.3
2022-07-24,Comarca Lagunera Dgo.,9.4,-6.1,2.5
2022-07-25,Comarca Lagunera Dgo.,12.1,-4.1,4.1
2022-07-26,Comarca Lagunera Dgo.,11.1,-6.2,1.7
2022-07-27,Comarca Lagunera Dgo.,6.3,-10.0,-1.0
2022-07-28,Comarca Lagunera Dgo.,9.1,-7.3,0.9
2022-07-29,Comarca Lagunera Dgo.,10.7,-4.1,2.3
2022-07-30,Comarca Lagunera Dgo.,8.5,-6.1,0.6
2022-07-31,Comarca Lagunera Dgo.,5.1,-11.6,-3.1
2022-08-01,Comarca Lagunera Dgo.,10.2,-8.4,2.0
2022-08-02,Comarca Lagunera Dgo.,8.4,-10.3,-1.1
2022-08-03,Comarca Lagunera Dgo.,9.3,-6.6,-0.5
2022-08-04,Comarca Lagunera Dgo.,12.9,-4.6,4.5
2022-08-05,Comarca Lagunera Dgo.,14.3,-2.7,4.5
2022-08-06,Comarca Lagunera Dgo.,10.7,-10.3,0.8
2022-08-07,Comarca Lagunera Dgo.,11.6,-4.3,3.5
2022-08-08,Comarca Lagunera Dgo.,11.1,-6.0,1.0
2022-08-09,Comarca Lagunera Dgo.,10.7,-9.2,0.8
2022-08-10,Comarca Lagunera Dgo.,13.3,-2.6,4.6
2022-08-11,Comarca Lagunera Dgo.,12.4,-4.0,3.3
2022-08-12,Comarca Lagunera Dgo.,10.6,-4.8,2.1
2022-08-13,Comarca Lagunera Dgo.,9.1,-6.9,0.6
2022-08-14,Comarca Lagunera Dgo.,9.1,-5.4,2.2
2022-08-15,Comarca Lagunera Dgo.,15.3,-0.1,7.4
2022-08-16,Comarca Lagunera Dgo.,10.3,-8.4,2.3
2022-08-17,Comarca Lagunera Dgo.,17.9,-1.4,8.9
2022-08-18,Comarca Lagunera Dgo.,7.8,-10.1,0.8
2022-08-19,Comarca Lagunera Dgo.,8.7,-6.2,2.2
2022-08-20,Comarca Lagunera Dgo.,13.9,0.8,6.5
2022-08-21,Comarca Lagunera Dgo.,11.5,-5.5,1.3
2022-08-22,Comarca Lagunera Dgo.,16.4,-2.3,7.1
2022-08-23,Comarca Lagunera Dgo.,14.0,-1.5,6.1
2022-08-24,Comarca Lagunera Dgo.,14.6,-3.1,4.2
2022-08-25,Comarca Lagunera Dgo.,14.1,-1.7,4.8
2022-08-26,Comarca Lagunera Dgo.,8.5,-8.6,1.7
2022-08-27,Comarca Lagunera Dgo.,12.5,-0.9,5.3
2022-08-28,Comarca Lagunera Dgo.,15.9,-4.9,6.1
2022-08-29,Comarca Lagunera Dgo.,11.9,-4.3,3.2
2022-08-30,Comarca Lagunera Dgo.,12.8,-7.4,2.7
2022-08-31,Comarca Lagunera Dgo.,14.2,-2.2,7.4
2022-09-01,Comarca Lagunera Dgo.,12.7,-3.8,6.0
2022-09-02,Comarca Lagunera Dgo.,13.3,-2.0,6.1
2022-09-03,Comarca Lagunera Dgo.,14.1,-3.2,6.6
2022-09-04,Comarca Lagunera Dgo.,14.9,-2.8,7.0
2022-09-05,Comarca Lagunera Dgo.,17.1,0.7,8.8
2022-09-06,Comarca Lagunera Dgo.,18.4,2.4,8.7
2022-09-07,Comarca Lagunera Dgo.,15.3,-4.2,6.7
2022-09-08,Comarca Lagunera Dgo.,12.7,-2.9,6.2
2022-09-09,Comarca Lagunera Dgo.,18.6,0.8,10.2
2022-09-10,Comarca Lagunera Dgo.,13.0,-1.7,6.6
2022-09-11,Comarca Lagunera Dgo.,14.9,-1.1,7.0
2022-09-12,Comarca Lagunera Dgo.,18.9,4.6,12.5
2022-09-13,Comarca Lagunera Dgo.,19.0,-1.5,7.9
2022-09-14,Comarca Lagunera Dgo.,14.5,1.6,7.4
2022-09-15,Comarca Lagunera Dgo.,15.3,-0.5,6.2
2022-09-16,Comarca Lagunera Dgo.,20.4,1.5,10.8
2022-09-17,Comarca Lagunera Dgo.,20.2,2.9,10.8
2022-09-18,Comarca Lagunera Dgo.,19.6,2.6,11.3
2022-09-19,Comarca Lagunera Dgo.,17.9,-0.9,8.3
2022-09-20,Comarca Lagunera Dgo.,18.3,1.7,10.3
2022-09-21,Comarca Lagunera Dgo.,19.6,-0.4,9.7
2022-09-22,Comarca Lagunera Dgo.,20.7,3.9,10.8
2022-09-23,Comarca Lagunera Dgo.,20.2,4.1,14.9
2022-09-24,Comarca Lagunera Dgo.,21.6,1.7,11.3
2022-09-25,Comarca Lagunera Dgo.,22.5,5.7,13.4
2022-09-26,Comarca Lagunera Dgo.,22.5,4.8,12.4
2022-09-27,Comarca Lagunera Dgo.,19.7,2.0,11.7
2022-09-28,Comarca Lagunera Dgo.,22.9,5.0,14.4
2022-09-29,Comarca Lagunera Dgo.,24.3,6.3,16.5
2022-09-30,Comarca Lagunera Dgo.,19.5,4.3,12.9
2022-10-01,Comarca Lagunera Dgo.,24.6,7.0,15.1
2022-10-02,Comarca Lagunera Dgo.,26.0,9.2,14.8
2022-10-03,Comarca Lagunera Dgo.,24.7,5.8,14.6
2022-10-04,Comarca Lagunera Dgo.,23.1,6.5,15.0
